sender_id,sender,total_messages,active_days,avg_message_length,link_ratio,anomaly_label
8292258962,,1,1,13.0,0.0,unknown
1949273346,goatdpp,1,1,279.0,0.0,unknown
juicebank24,juicebank24,1,1,45.0,1.0,unknown
Elojoquetodolovemen,Elojoquetodolovemen,1,1,198.0,0.0,unknown
6246409668,,1,1,2.0,0.0,unknown
8482562689,,1,1,13.0,0.0,unknown
wesawpluto,wesawpluto,1,1,364.0,0.0,unknown
8148082167,Xuser250,1,1,46.0,0.0,unknown
5553955795,alexeykazant,1,1,1.0,0.0,unknown
7831435349,,1,1,19.0,0.0,unknown
prachii_90,prachii_90,1,1,5.0,0.0,unknown
7848865581,,1,1,554.0,0.0,unknown
1389937237,abhis5566,1,1,7.0,0.0,unknown
6781390936,,1,1,178.0,0.0,unknown
yurbby_m,yurbby_m,1,1,1.0,0.0,unknown
7567081484,,1,1,11.0,0.0,unknown
BadBrad01,BadBrad01,1,1,20.0,0.0,unknown
datamine_l3,datamine_l3,1,1,354.0,0.0,unknown
816582027,,1,1,10.0,0.0,unknown
331612391,yazhek,1,1,71.0,0.0,unknown
8361051059,,1,1,180.0,0.0,unknown
2009667372,,1,1,11.0,0.0,unknown
Matia09,Matia09,1,1,10.0,0.0,unknown
6922481779,geminis_0523,1,1,94.0,0.0,unknown
6936492209,Tu_solo_Escribe,1,1,22.0,1.0,unknown
hehevesndn,hehevesndn,1,1,20.0,0.0,unknown
6005312780,,1,1,306.0,0.0,unknown
Kiran9976,Kiran9976,1,1,17.0,0.0,unknown
6952807059,,1,1,66.0,0.0,unknown
Isra1481996,Isra1481996,1,1,23.0,0.0,unknown
8322126086,Watashiwakokoni,1,1,52.0,0.0,unknown
5073685576,Lukaslea,1,1,6.0,0.0,unknown
759772088,Ladys1121,1,1,21.0,0.0,unknown
8577843433,Yuharemehponnahhhhh,1,1,4.0,0.0,unknown
Miteshhh79,Miteshhh79,1,1,4.0,0.0,unknown
6252528013,,1,1,32.0,0.0,unknown
7686641180,,1,1,35.0,0.0,unknown
7722300042,MerkavaIII,1,1,55.0,0.0,unknown
8497034042,,1,1,37.0,0.0,unknown
8779804381,,1,1,2.0,0.0,unknown
692366740,,1,1,50.0,0.0,unknown
7915953358,,1,1,2.0,0.0,unknown
1363297699,,1,1,96.0,0.0,unknown
Chatangel33,Chatangel33,1,1,88.0,0.0,unknown
5923835358,J_J324,1,1,4.0,0.0,unknown
7520604044,,1,1,62.0,0.0,unknown
8249063840,,1,1,209.0,0.0,unknown
7792154605,ppokli9,1,1,254.0,0.0,unknown
1084998810,,1,1,26.0,0.0,unknown
8620785796,Monsolo12,1,1,3.0,0.0,unknown
7083724934,nevuriel,1,1,416.0,0.0,unknown
Nez008,Nez008,1,1,50.0,0.0,unknown
210631856,yarden1999,1,1,45.0,0.0,unknown
7702770027,,1,1,11.0,0.0,unknown
8043828546,Miki121028,1,1,25.0,0.0,unknown
7297191684,,1,1,30.0,1.0,unknown
7346809203,,1,1,4.0,0.0,unknown
7993098090,Beluu26ww,1,1,50.0,0.0,unknown
7129574418,,1,1,3.0,0.0,unknown
7644907103,Kitteh_K4t,1,1,1179.0,0.0,unknown
doomj88,doomj88,1,1,127.0,0.0,unknown
780684087,,1,1,84.0,0.0,unknown
8557658264,,1,1,3.0,0.0,unknown
8383474888,,1,1,80.0,0.0,unknown
8346943821,Saranya7770,1,1,18.0,0.0,unknown
1218171473,taicukv,1,1,71.0,0.0,unknown
5449718928,,1,1,1.0,0.0,unknown
6676690349,mate00000o,1,1,19.0,0.0,unknown
6210382477,BuM7rh,1,1,71.0,0.0,unknown
5916094465,,1,1,5.0,0.0,unknown
5701405446,,1,1,2.0,0.0,unknown
8367492399,,1,1,121.0,0.0,unknown
7440655066,,1,1,139.0,1.0,unknown
7866469189,Auravalez,1,1,10.0,0.0,unknown
1107295472,LMFnet,1,1,14.0,1.0,unknown
buddge_01,buddge_01,1,1,404.0,0.0,unknown
6977907461,Tjdb73,1,1,7.0,0.0,unknown
Royal6789067,Royal6789067,1,1,70.0,0.0,unknown
7801190975,,1,1,19.0,0.0,unknown
6150901864,,1,1,8.0,0.0,unknown
1085647145,margosha_gro,1,1,56.0,0.0,unknown
617604251,DRMBAD,1,1,74.0,0.0,unknown
7311497078,,1,1,2.0,0.0,unknown
2146050969,,1,1,92.0,0.0,unknown
1324913933,,1,1,110.0,0.0,unknown
2053230698,,1,1,37.0,1.0,unknown
38049046,,1,1,32.0,1.0,unknown
Ksu_nya_yklow,Ksu_nya_yklow,1,1,48.0,0.0,unknown
6398881081,,1,1,24.0,0.0,unknown
7503446836,GreenHeart789,1,1,132.0,0.0,unknown
873153428,Zlaof,1,1,62.0,0.0,unknown
Anime_world_is_my_life,Anime_world_is_my_life,1,1,24.0,0.0,unknown
AceroNeuta75,AceroNeuta75,1,1,183.0,0.0,unknown
6717212333,,1,1,78.0,1.0,unknown
1764015943,bal_jenin111,1,1,39.0,0.0,unknown
6585054556,,1,1,102.0,0.0,unknown
8181520299,,1,1,37.0,0.0,unknown
I_am_me57,I_am_me57,1,1,4.0,0.0,unknown
6993815202,,1,1,22.0,0.0,unknown
7907877737,,1,1,89.0,0.0,unknown
424471318,yaroslafv,1,1,658.0,0.0,unknown
Jovenexitiso2880,Jovenexitiso2880,1,1,219.0,0.0,unknown
6066423310,thediyorjan,1,1,11.0,0.0,unknown
1172328221,Marconnimanin,1,1,6.0,0.0,unknown
1211866383,,1,1,113.0,0.0,unknown
7626084343,,1,1,12.0,0.0,unknown
WajdanAbdullah,WajdanAbdullah,1,1,220.0,0.0,unknown
5318267706,,1,1,44.0,0.0,unknown
8288516048,,1,1,1.0,0.0,unknown
fioellar,fioellar,1,1,19.0,0.0,unknown
8327752504,,1,1,12.0,0.0,unknown
8253779493,,1,1,49.0,0.0,unknown
7384617782,,1,1,27.0,0.0,unknown
6163081653,,1,1,2.0,0.0,unknown
8778730676,grabli_systems,1,1,417.0,0.0,unknown
303465489,TonyMontana955,1,1,575.0,1.0,unknown
673660714,,1,1,86.0,0.0,unknown
755730514,Thalesrichardele,1,1,7.0,0.0,unknown
Jorianfox,Jorianfox,1,1,26.0,0.0,unknown
7695711648,,1,1,28.0,0.0,unknown
7046781547,Ttavhs,1,1,3.0,0.0,unknown
7677989549,rDYyqhNkKatMkvwJdarm,1,1,1.0,0.0,unknown
902033947,mean_grl,1,1,26.0,0.0,unknown
5476269737,,1,1,15.0,0.0,unknown
8644681596,,1,1,15.0,0.0,unknown
7775239891,,1,1,2.0,0.0,unknown
2059621272,axy5_6,1,1,4.0,0.0,unknown
6217927832,,1,1,50.0,0.0,unknown
5149545242,,1,1,158.0,0.0,unknown
pefea,pefea,1,1,115.0,1.0,unknown
7040982382,,1,1,105.0,0.0,unknown
981873524,,1,1,21.0,0.0,unknown
6773566264,zbajv,1,1,10.0,0.0,unknown
6512341242,I_B_M1,1,1,139.0,0.0,unknown
732501577,ikon4lyf,1,1,39.0,0.0,unknown
5172131700,PPUUDD,1,1,578.0,0.0,unknown
SmithBoos,SmithBoos,1,1,360.0,0.0,unknown
8462842561,,1,1,3.0,0.0,unknown
8182611157,,1,1,48.0,0.0,unknown
Martinezrg,Martinezrg,1,1,82.0,0.0,unknown
500040559,zanarahmani51,1,1,2.0,0.0,unknown
Yourwhitenes,Yourwhitenes,1,1,2.0,0.0,unknown
7652520681,,1,1,60.0,0.0,unknown
7732210876,Nininininiiiiiiiiiiiiiiiiii,1,1,5.0,0.0,unknown
PersianReview2,PersianReview2,1,1,255.0,0.0,unknown
5741583316,,1,1,30.0,0.0,unknown
Nekoluis,Nekoluis,1,1,1.0,0.0,unknown
Zinovich1,Zinovich1,1,1,2.0,0.0,unknown
wchernikov,wchernikov,1,1,9.0,0.0,unknown
GrokSMS,GrokSMS,1,1,127.0,0.0,unknown
5855875822,,1,1,24.0,0.0,unknown
262246389,hotshotil,1,1,52.0,0.0,unknown
7654601400,,1,1,5.0,0.0,unknown
6174974708,,1,1,2.0,0.0,unknown
8224488641,GO0dlistener,1,1,3.0,0.0,unknown
Saparov_Khushnidbek,Saparov_Khushnidbek,1,1,37.0,0.0,unknown
6061838524,Mhmd417,1,1,3.0,0.0,unknown
5549133710,Hcipx,1,1,262.0,0.0,unknown
7487563811,,1,1,2.0,0.0,unknown
gggftyiop,gggftyiop,1,1,15.0,0.0,unknown
7275129034,,1,1,278.0,0.0,unknown
7759379942,Maya_Riven595,1,1,34.0,0.0,unknown
532451961,,1,1,20.0,0.0,unknown
6115013860,,1,1,354.0,0.0,unknown
7769410417,,1,1,15.0,0.0,unknown
915827875,,1,1,262.0,0.0,unknown
8009087101,Cute1828,1,1,6.0,0.0,unknown
8241489335,,1,1,4.0,0.0,unknown
vdjleonardo,vdjleonardo,1,1,55.0,0.0,unknown
6488655012,Luwi136,1,1,113.0,0.0,unknown
5000617283,perexozoz,1,1,58.0,0.0,unknown
5996738010,,1,1,43.0,1.0,unknown
8303605899,,1,1,14.0,0.0,unknown
1372746545,,1,1,42.0,0.0,unknown
8525567429,djsbvcc,1,1,473.0,0.0,unknown
858280403,ddahan1988,1,1,37.0,0.0,unknown
OlafRedSword,OlafRedSword,1,1,41.0,0.0,unknown
8133404616,,1,1,3.0,0.0,unknown
5584679275,,1,1,61.0,0.0,unknown
usdtmarketpalestine,usdtmarketpalestine,1,1,126.0,0.0,unknown
2047669091,DqyurDarkrai,1,1,187.0,0.0,unknown
375544144,sound89,1,1,39.0,0.0,unknown
5771413882,,1,1,8.0,0.0,unknown
7979991278,,1,1,49.0,0.0,unknown
7628611056,,1,1,5.0,0.0,unknown
Fero_09,Fero_09,1,1,7.0,0.0,unknown
332101814,,1,1,52.0,0.0,unknown
8742913954,,1,1,128.0,0.0,unknown
8503827984,GPThatauchkeinplan,1,1,4.0,0.0,unknown
5465810211,,1,1,31.0,0.0,unknown
7404823758,,1,1,1015.0,1.0,unknown
8084992594,,1,1,2.0,0.0,unknown
7604812517,,1,1,12.0,0.0,unknown
7605065742,PuSi687,1,1,10.0,0.0,unknown
8027123836,daboydame,1,1,67.0,0.0,unknown
6551179183,,1,1,19.0,0.0,unknown
7571131407,,1,1,51.0,0.0,unknown
7889214440,nicooxz_afk,1,1,32.0,0.0,unknown
5441983465,,1,1,204.0,0.0,unknown
6585756469,,1,1,84.0,0.0,unknown
6615678012,,1,1,10.0,0.0,unknown
366452873,,1,1,10.0,0.0,unknown
8310848726,,1,1,22.0,0.0,unknown
5643390743,,1,1,83.0,0.0,unknown
hyperballad46,hyperballad46,1,1,10.0,0.0,unknown
8743524929,,1,1,14.0,0.0,unknown
1318250757,,1,1,9.0,0.0,unknown
6466338375,,1,1,5.0,0.0,unknown
8128268101,,1,1,30.0,1.0,unknown
6475187965,Daddybear7777,1,1,14.0,0.0,unknown
6947920631,Masterbull12,1,1,8.0,0.0,unknown
8668692671,,1,1,15.0,0.0,unknown
EssentialPower,EssentialPower,1,1,20.0,0.0,unknown
8358770486,,1,1,14.0,0.0,unknown
8363065206,,1,1,143.0,0.0,unknown
2044852992,,1,1,330.0,1.0,unknown
7344955120,lonicode,1,1,449.0,0.0,unknown
8189372972,,1,1,30.0,0.0,unknown
foxaxel,foxaxel,1,1,88.0,0.0,unknown
8478188960,wooolstreett,1,1,54.0,0.0,unknown
8750341682,paidservice9999,1,1,10.0,0.0,unknown
8379347431,,1,1,5.0,0.0,unknown
HelenaHansenTeam,HelenaHansenTeam,1,1,152.0,0.0,unknown
8576495555,Carter_48741,1,1,19.0,0.0,unknown
8759209451,,1,1,1.0,0.0,unknown
8526543501,,1,1,3.0,0.0,unknown
5240077204,,1,1,80.0,0.0,unknown
5538544923,Ashn120,1,1,3.0,0.0,unknown
1675839661,CadetRegis,1,1,255.0,1.0,unknown
292491244,,1,1,77.0,0.0,unknown
540282689,thomas038,1,1,26.0,0.0,unknown
5327088475,,1,1,7.0,0.0,unknown
7653204918,,1,1,795.0,0.0,unknown
837961633,h94f99,1,1,22.0,0.0,unknown
7793199345,,1,1,4.0,0.0,unknown
6606285144,Leonardofaviof,1,1,2.0,0.0,unknown
8540484952,Dyxc3,1,1,473.0,0.0,unknown
6532886956,,1,1,3.0,0.0,unknown
396666910,Doriyan1218,1,1,11.0,0.0,unknown
2004245754,,1,1,614.0,0.0,unknown
8117615577,urbabykiraa,1,1,14.0,0.0,unknown
6618797471,,1,1,9.0,0.0,unknown
Prime0609,Prime0609,1,1,145.0,0.0,unknown
5446897238,simple_oo,1,1,85.0,0.0,unknown
7910264958,Betty_Baiiley,1,1,299.0,0.0,unknown
913089677,Mux_ina,1,1,5.0,0.0,unknown
Stifler776,Stifler776,1,1,75.0,0.0,unknown
7764958614,,1,1,8.0,0.0,unknown
8010269571,,1,1,292.0,0.0,unknown
1200807770,black_eagle_os,1,1,40.0,0.0,unknown
Dreamxpay6,Dreamxpay6,1,1,83.0,0.0,unknown
8591968226,samuridev,1,1,122.0,0.0,unknown
8041207853,yreeeeeeeeghh,1,1,168.0,0.0,unknown
2110608450,,1,1,63.0,1.0,unknown
yusniel9307,yusniel9307,1,1,43.0,0.0,unknown
Aladornos,Aladornos,1,1,128.0,0.0,unknown
7777391830,,1,1,14.0,0.0,unknown
8707087307,,1,1,39.0,0.0,unknown
Fillhaal,Fillhaal,1,1,20.0,0.0,unknown
8466066367,,1,1,26.0,0.0,unknown
1076550650,,1,1,62.0,0.0,unknown
845710229,,1,1,44.0,0.0,unknown
6160415328,,1,1,2.0,0.0,unknown
8696380951,KylaStealey2652,1,1,189.0,0.0,unknown
5433248819,Anime99994,1,1,43.0,1.0,unknown
496007750,,1,1,51.0,0.0,unknown
kenley507,kenley507,1,1,6.0,0.0,unknown
8114359319,karanthakur3141,1,1,90.0,0.0,unknown
7069489219,Pasutriiii2931,1,1,109.0,0.0,unknown
Strombo,Strombo,1,1,257.0,0.0,unknown
5240603460,,1,1,40.0,0.0,unknown
6375150961,Cbasingle,1,1,10.0,0.0,unknown
1192778383,Dhichkau,1,1,5.0,0.0,unknown
6937741667,freto2002,1,1,41.0,0.0,unknown
782367371,,1,1,17.0,0.0,unknown
6441234069,,1,1,118.0,0.0,unknown
5842713145,KnowTrace,1,1,10.0,0.0,unknown
8225497869,Velvet_deo,1,1,2.0,0.0,unknown
6499168998,Elcarnalito0,1,1,241.0,0.0,unknown
845331427,MeniGr,1,1,93.0,0.0,unknown
Jo8_8,Jo8_8,1,1,222.0,0.0,unknown
8718623710,Secret2468,1,1,2.0,0.0,unknown
NicoAnto715,NicoAnto715,1,1,133.0,0.0,unknown
7928943459,,1,1,30.0,1.0,unknown
8555240825,,1,1,288.0,1.0,unknown
7941079335,,1,1,222.0,0.0,unknown
1024451708,aleksa_5577,1,1,80.0,0.0,unknown
8183342899,,1,1,6.0,0.0,unknown
crypto_world1234567,crypto_world1234567,1,1,40.0,0.0,unknown
Bricenator54,Bricenator54,1,1,81.0,0.0,unknown
5922336749,OK_R7,1,1,78.0,1.0,unknown
8597654674,,1,1,23.0,0.0,unknown
HomeroSpam,HomeroSpam,1,1,996.0,1.0,unknown
6540028163,Itzyouandme,1,1,3.0,0.0,unknown
6562849953,,1,1,15.0,0.0,unknown
8425789635,,1,1,294.0,0.0,unknown
1180517515,ghostT091,1,1,3.0,0.0,unknown
6446709240,,1,1,1.0,0.0,unknown
Farhansharear,Farhansharear,1,1,31.0,1.0,unknown
Carlangas231082,Carlangas231082,1,1,73.0,0.0,unknown
8520888170,,1,1,65.0,0.0,unknown
8434771475,Ritika22_22,1,1,5.0,0.0,unknown
8511649303,,1,1,10.0,0.0,unknown
1990325587,s7gis,1,1,45.0,0.0,unknown
7517218523,,1,1,129.0,0.0,unknown
5138108353,ALPA220302,1,1,11.0,0.0,unknown
ClownHunter1,ClownHunter1,1,1,140.0,0.0,unknown
8379222763,natan_gamzoo,1,1,42.0,0.0,unknown
Eda_BA_GUSTO,Eda_BA_GUSTO,1,1,992.0,0.0,unknown
5407692899,Sconvix,1,1,89.0,0.0,unknown
6666404652,,1,1,43.0,0.0,unknown
Devidbros2,Devidbros2,1,1,3.0,0.0,unknown
5131995884,shmuel7e,1,1,94.0,0.0,unknown
6162775624,Ravshanov_20,1,1,256.0,0.0,unknown
Lacomebolsas,Lacomebolsas,1,1,51.0,0.0,unknown
6778640372,qf_5680,1,1,3.0,0.0,unknown
8400372612,,1,1,48.0,0.0,unknown
8148581073,,1,1,16.0,0.0,unknown
8789975897,,1,1,23.0,0.0,unknown
Nicolaspeka,Nicolaspeka,1,1,46.0,0.0,unknown
1579701344,CollieLover13,1,1,84.0,0.0,unknown
8263954150,top_g2245,1,1,58.0,0.0,unknown
8753102489,,1,1,3.0,0.0,unknown
6984149907,,1,1,60.0,0.0,unknown
5228776920,Diosesbuenotodoeltiempo,1,1,53.0,0.0,unknown
6687945547,,1,1,108.0,0.0,unknown
7485823083,Vivkir,1,1,6.0,0.0,unknown
816213756,gadusher,1,1,36.0,0.0,unknown
738763431,,1,1,84.0,1.0,unknown
Fergus_Ashcombe,Fergus_Ashcombe,1,1,155.0,0.0,unknown
766875135,,1,1,83.0,1.0,unknown
Jayandre_4,Jayandre_4,1,1,3.0,0.0,unknown
6344900628,,1,1,99.0,0.0,unknown
8377078319,,1,1,10.0,0.0,unknown
1055853743,,1,1,61.0,0.0,unknown
Jameskrnx,Jameskrnx,1,1,30.0,1.0,unknown
electrorachid,electrorachid,1,1,64.0,0.0,unknown
Jesusguilermo,Jesusguilermo,1,1,114.0,0.0,unknown
8331583673,jay_compton,1,1,34.0,0.0,unknown
6844722457,Stark_india,1,1,2.0,0.0,unknown
449498256,KirbiUn,1,1,92.0,0.0,unknown
6025768638,Yoyplis78,1,1,14.0,0.0,unknown
7154432538,,1,1,2.0,0.0,unknown
7947913417,Annabuko4ka,1,1,106.0,0.0,unknown
1961863383,,1,1,22.0,0.0,unknown
8602730507,Petronella8885,1,1,40.0,1.0,unknown
BoKor91,BoKor91,1,1,108.0,1.0,unknown
Super_saiyan01,Super_saiyan01,1,1,1.0,0.0,unknown
reydeibiijfj3,reydeibiijfj3,1,1,238.0,0.0,unknown
8445663463,,1,1,175.0,0.0,unknown
7181831885,Amarah100x,1,1,24.0,0.0,unknown
1717084814,,1,1,2.0,0.0,unknown
elpanatony,elpanatony,1,1,30.0,0.0,unknown
Rays_addict,Rays_addict,1,1,492.0,1.0,unknown
Almuga,Almuga,1,1,235.0,0.0,unknown
8253061762,,1,1,438.0,1.0,unknown
215823477,drstangelove,1,1,247.0,0.0,unknown
5657198616,ottshophub,1,1,1.0,0.0,unknown
5461897768,,1,1,1.0,0.0,unknown
8406391878,usernina111,1,1,619.0,0.0,unknown
8362798877,,1,1,74.0,0.0,unknown
8465051031,,1,1,169.0,1.0,unknown
5315504469,Noname829122,1,1,74.0,0.0,unknown
YTXMPLhPA,YTXMPLhPA,1,1,64.0,0.0,unknown
Mrngstarrr,Mrngstarrr,1,1,3.0,0.0,unknown
opsssx,opsssx,1,1,170.0,0.0,unknown
396053489,Miya_HR0,1,1,391.0,0.0,unknown
8608507108,,1,1,201.0,0.0,unknown
Lukas_Schneide,Lukas_Schneide,1,1,176.0,0.0,unknown
8136817758,Mooonmmmsks,1,1,179.0,0.0,unknown
8137675197,,1,1,218.0,1.0,unknown
Ltzh1234,Ltzh1234,1,1,20.0,0.0,unknown
vladtitovv,vladtitovv,1,1,58.0,0.0,unknown
5292218211,,1,1,77.0,0.0,unknown
7592744201,,1,1,400.0,1.0,unknown
sahilkag,sahilkag,1,1,17.0,0.0,unknown
6432374668,,1,1,123.0,0.0,unknown
7751840207,,1,1,58.0,0.0,unknown
6488128223,diamondgrirl73,1,1,84.0,0.0,unknown
8764338890,,1,1,5.0,0.0,unknown
8662894650,marivds,1,1,1023.0,0.0,unknown
810763830,EkaterinaOcean,1,1,165.0,0.0,unknown
7733414849,bittraderw1,1,1,315.0,0.0,unknown
8319584022,alinok1979,1,1,137.0,0.0,unknown
gtxprime,gtxprime,1,1,46.0,0.0,unknown
1586619285,UltraDeplorableAlyce,1,1,263.0,0.0,unknown
8438639111,,1,1,58.0,1.0,unknown
8043242643,,1,1,75.0,0.0,unknown
5226892725,,1,1,11.0,0.0,unknown
7985784318,,1,1,10.0,0.0,unknown
OG_for_a_demn_reason,OG_for_a_demn_reason,1,1,3.0,0.0,unknown
5439884642,,1,1,53.0,0.0,unknown
Ortega_X,Ortega_X,1,1,133.0,0.0,unknown
7835908526,,1,1,14.0,0.0,unknown
8131434541,,1,1,2.0,0.0,unknown
7048705324,,1,1,34.0,1.0,unknown
Lodaagain,Lodaagain,1,1,17.0,0.0,unknown
7118492935,,1,1,105.0,0.0,unknown
8420982838,,1,1,6.0,0.0,unknown
7619822012,raccoon2323,1,1,28.0,0.0,unknown
761947490,,1,1,49.0,0.0,unknown
6571843105,,1,1,11.0,0.0,unknown
Yake_5,Yake_5,1,1,117.0,0.0,unknown
8766671877,deadrur,1,1,616.0,0.0,unknown
7015889529,,1,1,110.0,0.0,unknown
minGWC,minGWC,1,1,12.0,0.0,unknown
7958730484,Intothemo_on,1,1,75.0,0.0,unknown
8261739478,,1,1,12.0,0.0,unknown
5916323547,,1,1,68.0,1.0,unknown
8719453717,alexagentcc,1,1,11.0,0.0,unknown
2135496179,,1,1,382.0,0.0,unknown
8000863204,markhunk256,1,1,5.0,0.0,unknown
1542699008,,1,1,33.0,0.0,unknown
odjvzspmxkep5413,odjvzspmxkep5413,1,1,2.0,0.0,unknown
tgltn101,tgltn101,1,1,36.0,0.0,unknown
Kampusven,Kampusven,1,1,15.0,0.0,unknown
8380987365,,1,1,5.0,0.0,unknown
8511354208,,1,1,2.0,0.0,unknown
avafiley,avafiley,1,1,6.0,0.0,unknown
7059620167,GOLDSBTSD,1,1,232.0,0.0,unknown
5668019524,Piwi12300,1,1,2.0,0.0,unknown
7629299206,theadventurouscouple32,1,1,169.0,0.0,unknown
8700438735,l0liguts,1,1,2.0,0.0,unknown
7632896029,,1,1,30.0,0.0,unknown
8561041224,supp_MiTang,1,1,43.0,0.0,unknown
That_is_why_u_tag_me,That_is_why_u_tag_me,1,1,25.0,0.0,unknown
787349156,,1,1,619.0,1.0,unknown
Sankay1306,Sankay1306,1,1,97.0,0.0,unknown
8003592437,,1,1,41.0,1.0,unknown
8427236154,,1,1,5.0,0.0,unknown
8419139597,Patel4141,1,1,19.0,0.0,unknown
8713579613,,1,1,4.0,0.0,unknown
877660114,,1,1,71.0,0.0,unknown
8525304365,,1,1,10.0,0.0,unknown
5041717926,,1,1,40.0,0.0,unknown
8650162830,,1,1,26.0,1.0,unknown
7662487695,Megagengs,1,1,19.0,0.0,unknown
7673323960,,1,1,32.0,0.0,unknown
818944297,Skyfall456,1,1,221.0,0.0,unknown
1471952740,,1,1,825.0,0.0,unknown
8202352647,coquito_RG4L,1,1,776.0,0.0,unknown
7309499312,,1,1,18.0,0.0,unknown
8518430633,IINNFFEERRNNOOOO,1,1,39.0,0.0,unknown
3305416395,qinzi_cccqqqq,1,1,2.0,0.0,unknown
Avixxx55,Avixxx55,1,1,24.0,0.0,unknown
5726441877,vaposmakelele,1,1,270.0,0.0,unknown
8658974335,,1,1,2.0,0.0,unknown
5106860080,qwertycxu,1,1,36.0,0.0,unknown
zakay2149,zakay2149,1,1,10.0,0.0,unknown
7649132244,Simpleyra,1,1,19.0,0.0,unknown
6101466544,,1,1,2.0,0.0,unknown
5851377541,,1,1,50.0,0.0,unknown
8307025260,,1,1,214.0,0.0,unknown
529986565,,1,1,21.0,0.0,unknown
7785400019,,1,1,2.0,0.0,unknown
1995249190,Elditto,1,1,132.0,0.0,unknown
507563247,abrakadabra26,1,1,12.0,0.0,unknown
litsecas10,litsecas10,1,1,15.0,0.0,unknown
7441666248,,1,1,40.0,0.0,unknown
5106014826,SantiiTechnology,1,1,33.0,0.0,unknown
brodiea8,brodiea8,1,1,30.0,1.0,unknown
6291345348,its_nada_saad,1,1,587.0,0.0,unknown
5599790799,,1,1,490.0,1.0,unknown
1470291643,,1,1,111.0,1.0,unknown
687371716,RLC03ronaldo,1,1,7.0,0.0,unknown
8139004340,,1,1,37.0,0.0,unknown
reutfdc,reutfdc,1,1,12.0,0.0,unknown
arielhanu,arielhanu,1,1,47.0,0.0,unknown
7053730021,,1,1,206.0,0.0,unknown
7565789039,,1,1,125.0,0.0,unknown
8211675201,yakovsocar,1,1,62.0,0.0,unknown
HandymanJoy,HandymanJoy,1,1,169.0,0.0,unknown
7787096365,,1,1,67.0,0.0,unknown
5525117664,ar000g,1,1,1.0,0.0,unknown
7427254306,annasteis,1,1,41.0,0.0,unknown
MC_SAGOR420,MC_SAGOR420,1,1,2.0,0.0,unknown
7709265628,,1,1,7.0,0.0,unknown
7335614776,,1,1,13.0,0.0,unknown
8324466071,,1,1,4.0,0.0,unknown
7954093003,,1,1,28.0,0.0,unknown
677630591,lina1997,1,1,25.0,0.0,unknown
8513386801,,1,1,217.0,1.0,unknown
685034602,robi98a,1,1,26.0,0.0,unknown
1665013781,princedhall786,1,1,4.0,0.0,unknown
8075401242,,1,1,43.0,0.0,unknown
1597072205,,1,1,123.0,0.0,unknown
6409619875,,1,1,3.0,0.0,unknown
5099998734,,1,1,8.0,0.0,unknown
1132397478,JAS8815,1,1,124.0,0.0,unknown
SecretAngel10,SecretAngel10,1,1,3.0,0.0,unknown
8008013340,,1,1,4.0,0.0,unknown
2077136739,,1,1,12.0,0.0,unknown
Andimtd,Andimtd,1,1,21.0,0.0,unknown
2440865575,ScamSnifferAlert,1,1,163.0,1.0,unknown
Rockmabody,Rockmabody,1,1,22.0,0.0,unknown
8473692352,,1,1,37.0,0.0,unknown
6122546775,,1,1,47.0,0.0,unknown
8629584047,,1,1,55.0,1.0,unknown
8137196642,,1,1,80.0,0.0,unknown
6720978240,Mellstroykazinoooooooooo,1,1,198.0,0.0,unknown
7413415950,,1,1,34.0,0.0,unknown
1123559629,Michael20051,1,1,43.0,0.0,unknown
6140302759,,1,1,17.0,0.0,unknown
Ariel_1934,Ariel_1934,1,1,18.0,0.0,unknown
amaral67,amaral67,1,1,28.0,0.0,unknown
802031873,,1,1,32.0,1.0,unknown
5410845629,iwwvwwi,1,1,24.0,0.0,unknown
rahoqeqi,rahoqeqi,1,1,273.0,0.0,unknown
8248066890,temp1501,1,1,72.0,0.0,unknown
7650287599,,1,1,39.0,0.0,unknown
Myselfhussain,Myselfhussain,1,1,15.0,0.0,unknown
7989357565,,1,1,11.0,0.0,unknown
8367524061,Biomolecules_13,1,1,45.0,0.0,unknown
5298669888,RealMeBugHunter,1,1,318.0,0.0,unknown
7232842882,,1,1,31.0,0.0,unknown
6307667702,,1,1,1.0,0.0,unknown
LYUDMILABROV,LYUDMILABROV,1,1,981.0,0.0,unknown
1863409210,Jonbulmer,1,1,361.0,0.0,unknown
8047142079,,1,1,251.0,1.0,unknown
5435228908,,1,1,20.0,0.0,unknown
8275098379,maher_2729,1,1,55.0,1.0,unknown
8072178347,,1,1,7.0,0.0,unknown
5233057849,AbelCL,1,1,125.0,0.0,unknown
7673554351,,1,1,74.0,1.0,unknown
Veronica_Young,Veronica_Young,1,1,89.0,0.0,unknown
7804074586,HelenasMartin,1,1,30.0,1.0,unknown
846998027,,1,1,12.0,0.0,unknown
6615676459,chistosoo,1,1,32.0,0.0,unknown
7229918356,luckyizme,1,1,25.0,0.0,unknown
ruslana_russ,ruslana_russ,1,1,202.0,0.0,unknown
1503441958,,1,1,255.0,0.0,unknown
834759781,hayarokole,1,1,3.0,0.0,unknown
1487761783,,1,1,19.0,0.0,unknown
7044757517,,1,1,274.0,0.0,unknown
6970812057,,1,1,67.0,0.0,unknown
CUTZARIKA,CUTZARIKA,1,1,81.0,0.0,unknown
8333667472,shutupplzsahh,1,1,7.0,0.0,unknown
